Unnamed: 0,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,Processed_Reviews,Category,Processed_Sentiment
3884,1099,23,Another adorable tylho dress!,"Thylo strikes again! this dress was magic the second i put it on - flowy, polka-dot magic! this baby can transform itself as you go from a casual day out to an dressy evening, with plenty of customizable options in between. to dress down, it looks great with a denim jacket, then take the jacket off and you are ready for some dressed up fun. you can pair it with tall boots or short, sandals, pumps, you name it. the ties at the neck look great undone, loosely tied, or done in a bow. leggings or ti",5,1,4,General,Dresses,Dresses,"['thylo', 'strikes', 'dress', 'magic', 'second', 'put', 'flowy', 'magic', 'baby', 'transform', 'go', 'casual', 'day', 'dressy', 'evening', 'plenty', 'customizable', 'options', 'dress', 'looks', 'great', 'denim', 'jacket', 'take', 'jacket', 'ready', 'dressed', 'fun', 'pair', 'tall', 'boots', 'short', 'sandals', 'pumps', 'name', 'ties', 'neck', 'look', 'great', 'undone', 'loosely', 'tied', 'done', 'bow', 'leggings', 'ti']",Other,Good
3885,860,49,Perfectly cut!,This is a great summer top! love the way it drapes and the quality of the material. bought the ivory and went back for the rust but my size is sold out. my only complaint is that it doesn't come in way more colors!,5,1,0,General,Tops,Knits,"['great', 'summer', 'top', 'love', 'way', 'drapes', 'quality', 'material', 'bought', 'ivory', 'went', 'back', 'rust', 'size', 'sold', 'complaint', 'come', 'way', 'colors']",Quality,Good
3886,860,68,Sleeveless ruffled top,"I love the muted red pleated ruffle tank. i usually wear a large in retailer tops. this top fit a bit loose. there is a bit more space around the armholes. this only concerns me because i can't wear a bra or cami without it showing. just mentioned this in case others may wish to buy one size smaller. i am 68, around 5/5"" and weight 144 lbs. love the young, modern tops that i find at retailer. i just ordered the white version of this tank top in a medium to see how it will fit (btw, there is a",5,1,0,General,Tops,Knits,"['love', 'muted', 'red', 'pleated', 'ruffle', 'tank', 'usually', 'wear', 'large', 'retailer', 'tops', 'top', 'fit', 'bit', 'loose', 'bit', 'space', 'around', 'armholes', 'concerns', 'ca', 'wear', 'bra', 'cami', 'without', 'showing', 'mentioned', 'case', 'others', 'may', 'wish', 'buy', 'one', 'size', 'smaller', 'around', 'weight', 'lbs', 'love', 'young', 'modern', 'tops', 'find', 'retailer', 'ordered', 'white', 'version', 'tank', 'top', 'medium', 'see', 'fit', 'btw']",Quality,Good
3887,1099,48,Polka love!,What a great light dress for spring and summer evenings. i love the length and the laid back style. this dress is true to size.,5,1,1,General,Dresses,Dresses,"['great', 'light', 'dress', 'spring', 'summer', 'evenings', 'love', 'length', 'laid', 'back', 'style', 'dress', 'true', 'size']",Quality,Good
3888,860,25,Cute but gigantic,"Was excited for this shirt. i usually wear a medium to large depending on the cut and material, so i went with a medium. i was swimming in it. definitely recommend ordering a size below your normal.",3,1,0,General,Tops,Knits,"['excited', 'shirt', 'usually', 'wear', 'medium', 'large', 'depending', 'cut', 'material', 'went', 'medium', 'swimming', 'definitely', 'recommend', 'ordering', 'size', 'normal']",Quality,Good
3889,1081,43,,This dress fits and hangs so nicely. it is so versatile as well. dress it up or down!,5,1,0,General Petite,Dresses,Dresses,"['dress', 'fits', 'hangs', 'nicely', 'versatile', 'well', 'dress']",Other,Good
3890,1081,66,Not for me,"Wow. this didn't work for me. loved the red color and drape and subtle shine of the fabric. but it fit like a sack. and you could see deeply into the armpits from the side revealing my bra and more. way too long. i looked silly. maybe it was the size. i'm 5'3"" and ordered the large. this was my first retailer dress order but i'm not giving up. maybe the petite would have been a better fit. don't think i'll try again with this one, however.",3,0,0,General Petite,Dresses,Dresses,"['wow', 'work', 'loved', 'red', 'color', 'drape', 'subtle', 'shine', 'fabric', 'fit', 'like', 'sack', 'could', 'see', 'deeply', 'armpits', 'side', 'revealing', 'bra', 'way', 'long', 'looked', 'silly', 'maybe', 'size', 'ordered', 'large', 'first', 'retailer', 'dress', 'order', 'giving', 'maybe', 'petite', 'would', 'better', 'fit', 'think', 'try', 'one', 'however']",Quality,Good
3891,1081,43,,"I loved this dress when it came out last spring in gray. this year, i got the red and sand color. it wears so easy and can be dressy or casual- depends on how you want to wear it. i would say each color fits differently, try them on. the dress is worth the price.",5,1,1,General Petite,Dresses,Dresses,"['loved', 'dress', 'came', 'last', 'spring', 'gray', 'year', 'got', 'red', 'sand', 'color', 'wears', 'easy', 'dressy', 'depends', 'want', 'wear', 'would', 'say', 'color', 'fits', 'differently', 'try', 'dress', 'worth', 'price']",Other,Good
3892,860,33,Boxy fit,This is a very cute designed shirt but it fits very boxy and runs large,3,1,0,General,Tops,Knits,"['cute', 'designed', 'shirt', 'fits', 'boxy', 'runs', 'large']",Other,Good
3893,1081,39,,I bought this yesterday in store in the red color. normally i wouldn't spend this much money on an everyday dress- but there was no way i could walk out of the store without it! the fabric and fit are amazing. the dress has a chic-ness about it that makes you look completely put together but doesn't make you look like you are trying too hard. perfect balance of comfort and style. i'm seriously thinking i need it in black as well!,5,1,0,General Petite,Dresses,Dresses,"['bought', 'yesterday', 'store', 'red', 'color', 'normally', 'would', 'spend', 'much', 'money', 'everyday', 'way', 'could', 'walk', 'store', 'without', 'fabric', 'fit', 'amazing', 'dress', 'makes', 'look', 'completely', 'put', 'together', 'make', 'look', 'like', 'trying', 'hard', 'perfect', 'balance', 'comfort', 'style', 'seriously', 'thinking', 'need', 'black', 'well']",Quality,Good
3894,843,32,Nice too but not what you expect from photo,I ordered my usual size and i think the length and the top (chest/arms) for great. however the bottom is more of a swing style than a straight or slight a-line as depicted in the stock photo. there is too much fabric in the stomach area and just not flattering.,3,0,2,General,Tops,Blouses,"['ordered', 'usual', 'size', 'think', 'length', 'top', 'great', 'however', 'bottom', 'swing', 'style', 'straight', 'slight', 'depicted', 'stock', 'photo', 'much', 'fabric', 'stomach', 'area', 'flattering']",Quality,Good
3895,1081,52,Beautiful/runs large,"The photos don't do the top of the dress justice; it's really gorgeous. however, it runs very large. i am going to exchange it for 1 or 2 sizes down.",4,1,0,General Petite,Dresses,Dresses,"['photos', 'top', 'dress', 'justice', 'really', 'gorgeous', 'however', 'runs', 'large', 'going', 'exchange', 'sizes']",Other,Good
3896,860,54,Practical femininity,Love this. bought the cream in store and the burgundy online. perfect alone or to wear under an retailer sweater.,5,1,9,General,Tops,Knits,"['love', 'bought', 'cream', 'store', 'burgundy', 'online', 'perfect', 'alone', 'wear', 'retailer', 'sweater']",Other,Good
3897,1100,38,Beautiful print,"This dress is beautiful, but not made for someone with a 36d. i ordered a 12 and i could get my chest in this dress. i really wish it fit. it's well made and very beautiful. belt does not come with the dress.",4,0,9,General,Dresses,Dresses,"['dress', 'beautiful', 'made', 'someone', 'ordered', 'could', 'get', 'chest', 'dress', 'really', 'wish', 'fit', 'well', 'made', 'beautiful', 'belt', 'come', 'dress']",Quality,Good
3898,1081,32,"Amazing product fit, black color looks faded","I tried this product in store in red and fell in love with the fit, it fits in the most beautiful flattering way, red looked gorgeous - rich glossy fabric, this could easily be one of those effortless summer transition pieces that can go from a day dress into incredible sexy night outfit. the fabric was very lush and had this rich gloss to it, i have never seen a fabric like that, it almost looked coated. red being such a statement piece was a bit too much for me, so i decided to order the produ",4,1,0,General Petite,Dresses,Dresses,"['tried', 'product', 'store', 'red', 'fell', 'love', 'fit', 'fits', 'beautiful', 'flattering', 'way', 'red', 'looked', 'gorgeous', 'rich', 'glossy', 'fabric', 'could', 'easily', 'one', 'effortless', 'summer', 'transition', 'pieces', 'go', 'day', 'dress', 'incredible', 'sexy', 'night', 'outfit', 'fabric', 'lush', 'rich', 'gloss', 'never', 'seen', 'fabric', 'like', 'almost', 'looked', 'coated', 'red', 'statement', 'piece', 'bit', 'much', 'decided', 'order', 'produ']",Quality,Good
3899,1099,32,Fun and easy dress,I saw this in the store in blue and loved it. wore it and received lots of compliments. just bought the second color online as there is free shipping today. great dress for work as the weather is warming up.,5,1,1,General,Dresses,Dresses,"['saw', 'store', 'blue', 'loved', 'wore', 'received', 'lots', 'compliments', 'bought', 'second', 'color', 'online', 'free', 'shipping', 'today', 'great', 'dress', 'work', 'weather', 'warming']",Shipping,Good
3900,986,42,Love it,Love this kimono. design is bohemian and it will be a great layering piece. can be belted over simple black dress or layered with jeans and boots. almost didn't purchase because of the reviews concerned with fragile material but i didn't find that to be an issue once i felt the garment. great piece for fall.,4,1,0,General Petite,Jackets,Jackets,"['love', 'kimono', 'design', 'bohemian', 'great', 'layering', 'piece', 'belted', 'simple', 'black', 'dress', 'layered', 'jeans', 'boots', 'almost', 'purchase', 'reviews', 'concerned', 'fragile', 'material', 'find', 'issue', 'felt', 'garment', 'great', 'piece', 'fall']",Quality,Good
3901,1099,60,,"Wonderful and comfortable dress, very sweet.",5,1,1,General,Dresses,Dresses,"['wonderful', 'comfortable', 'dress', 'sweet']",Other,Good
3902,843,43,Easy summer top,I love that this top is double layered so it prevents any sheerness. the cream colored trim on the white top is really pretty- great combo. has a shabby chic feel. the fit is nice through the shoulders and eases up through the body - not fitted which i like.,5,1,2,General,Tops,Blouses,"['love', 'top', 'double', 'layered', 'prevents', 'sheerness', 'cream', 'colored', 'trim', 'white', 'top', 'really', 'great', 'combo', 'shabby', 'chic', 'feel', 'fit', 'nice', 'shoulders', 'eases', 'body', 'fitted', 'like']",Quality,Good
3903,1099,28,Lovely style!,"I purchased this dress for a baby shower and it was just perfect. i am 5'3"" and 110 pounds and ordered the petite xs which fit great. the dress is supposed to be a tad oversized and flowy so this size worked out great for me! it will also be a nice transition piece into spring with a pair of black fringe booties :) overall, i recommend this dress!!",5,1,3,General,Dresses,Dresses,"['purchased', 'dress', 'baby', 'shower', 'perfect', 'pounds', 'ordered', 'petite', 'xs', 'fit', 'great', 'dress', 'supposed', 'tad', 'oversized', 'flowy', 'size', 'worked', 'great', 'also', 'nice', 'transition', 'piece', 'spring', 'pair', 'black', 'fringe', 'booties', 'overall', 'recommend', 'dress']",Quality,Good
3904,1081,68,Lovelovelove!,"This is the perfect little throw-on dress. flattering, uber-comfortable, nice fabric. i found that it runs slightly large.",5,1,0,General Petite,Dresses,Dresses,"['perfect', 'little', 'dress', 'flattering', 'nice', 'fabric', 'found', 'runs', 'slightly', 'large']",Quality,Good
3905,1099,38,Ok curvy peeps! ;),So i notice most ladies on retailer love to say how tiny they are. so some of us that are busty and have a hip--this is nice. i actually could've done a medium but the large was the only one and on sale. it's meant to be loose! it's kind to ladies that aren't all size 2 :),5,1,0,General,Dresses,Dresses,"['notice', 'ladies', 'retailer', 'love', 'say', 'tiny', 'us', 'busty', 'hip', 'nice', 'actually', 'could', 'done', 'medium', 'large', 'one', 'sale', 'meant', 'loose', 'kind', 'ladies', 'size']",Quality,Good
3906,1100,39,Just as pictured.,"This dress is so pretty in person. the colors are great - the blue and green and just beautiful in person. the fit is tts. i happen to have a blue belt and could style it just as the model has, but really it doesn't need it. it is super flattering even without a belt. i am just a hair shy of 5'5"", and i cannot wear flats or it would drag the floor. but adding a 2 1/2"" wedge is perfect to keep it off the floor (no hemming needed). i don't usually pay full price, but i am glad i did in this case.",5,1,14,General,Dresses,Dresses,"['dress', 'pretty', 'person', 'colors', 'great', 'blue', 'green', 'beautiful', 'person', 'fit', 'tts', 'happen', 'blue', 'belt', 'could', 'style', 'model', 'really', 'need', 'super', 'flattering', 'even', 'without', 'belt', 'hair', 'shy', 'wear', 'flats', 'would', 'drag', 'floor', 'adding', 'wedge', 'perfect', 'keep', 'floor', 'hemming', 'needed', 'usually', 'pay', 'full', 'price', 'glad', 'case']",Quality,Good
3907,1081,39,Great dress,I have this in black and red. it's a great and flattering dress that is a worn a bit large. you can wear it out on a date or more casual. the fabric is super comfortable as well.,4,1,0,General Petite,Dresses,Dresses,"['black', 'red', 'great', 'flattering', 'dress', 'worn', 'bit', 'large', 'wear', 'date', 'casual', 'fabric', 'super', 'comfortable', 'well']",Quality,Good
3908,860,52,Boho vibe,Flowy boho tank. great details. good fabric. wear under a long cardigan or with a pair of denim cut offs and a necklace. oversized fit. i would size down one size.,5,1,1,General,Tops,Knits,"['flowy', 'boho', 'tank', 'great', 'details', 'good', 'fabric', 'wear', 'long', 'cardigan', 'pair', 'denim', 'cut', 'offs', 'necklace', 'oversized', 'fit', 'would', 'size', 'one', 'size']",Quality,Good
3910,860,60,Pleated ruffle tank crimson,"This is an awesome tank top, comfortable, great fit, casual but with ruffles a bit dressier than an ordinary tank top. i loved it so much i came back and bought it in the cream color. this runs a bit larger and i typically take an extra large but bought this in large and its perfect.",5,1,0,General,Tops,Knits,"['awesome', 'tank', 'top', 'comfortable', 'great', 'fit', 'casual', 'ruffles', 'bit', 'dressier', 'ordinary', 'tank', 'top', 'loved', 'much', 'came', 'back', 'bought', 'cream', 'color', 'runs', 'bit', 'larger', 'typically', 'take', 'extra', 'large', 'bought', 'large', 'perfect']",Quality,Good
3911,860,39,Too fussy and too big in the wrong places,"I tried this on in a medium in the store and it was too big overall. i thought it was a nice concept for a feminine, whimsical top so i ordered a small online. but even then a small is still too big (and i usually wear a medium or an 8 in tops). maybe if it was slimmer through the ribs/waist area it could work but it just ends up looking maternity-ish and too voluminous everywhere below the bust. the front was too short, as well (stopped higher than what is shown on the model and i'm assuming sh",2,0,2,General,Tops,Knits,"['tried', 'medium', 'store', 'big', 'overall', 'thought', 'nice', 'concept', 'feminine', 'whimsical', 'top', 'ordered', 'small', 'online', 'even', 'small', 'still', 'big', 'usually', 'wear', 'medium', 'tops', 'maybe', 'slimmer', 'area', 'could', 'work', 'ends', 'looking', 'voluminous', 'everywhere', 'bust', 'front', 'short', 'well', 'stopped', 'higher', 'shown', 'model', 'assuming', 'sh']",Other,Good
3912,460,43,Great summer staple,"Love this romper. fits perfectly, and looks like the picture. i'm 5 ft 7, 125 lbs, and usually am a size 4 or small. i ordered a small, and it fits beautifully. i've worn this a lot this summer in florida, and am getting a lot of compliments. don't be put of by the long sleeves for summer wear- the romper is loose enough and has a nice flow to it.",5,1,0,General,Bottoms,Shorts,"['love', 'romper', 'fits', 'perfectly', 'looks', 'like', 'picture', 'ft', 'lbs', 'usually', 'size', 'small', 'ordered', 'small', 'fits', 'beautifully', 'worn', 'lot', 'summer', 'florida', 'getting', 'lot', 'compliments', 'put', 'long', 'sleeves', 'summer', 'romper', 'loose', 'enough', 'nice', 'flow']",Quality,Good
3914,460,34,Not for me but seemed like good quality,The romper was really quite and looks just like the picture. quality felt good too. but when i tried it on the sleeves just didn't look right on me. they were too long and too big. for that reason i decided to return it.,4,1,2,General,Bottoms,Shorts,"['romper', 'really', 'quite', 'looks', 'like', 'picture', 'quality', 'felt', 'good', 'tried', 'sleeves', 'look', 'right', 'long', 'big', 'reason', 'decided', 'return']",Quality,Good
3915,831,33,Nightbelle halter top,"Very cute on, fits well. versatile top, i think it will work well with a sweater or blazer for fall.",5,1,0,General,Tops,Blouses,"['cute', 'fits', 'well', 'versatile', 'top', 'think', 'work', 'well', 'sweater', 'blazer', 'fall']",Other,Good
3916,933,54,Love this pullover but to late for the off white,Cool cut and texture a winner,5,1,3,General Petite,Tops,Sweaters,"['cool', 'cut', 'texture', 'winner']",Other,Good
3917,460,41,Surprised by how much i like it,It's really not in my typical wheelhouse. i took a chance based on reviews. the shorts are long and roomy enough. and i love it with the long-sleeves. i somehow feel less exposed in it than i thought i would. i do agree with the comment that the material feels pretty flimsy for the price point. that's a bummer.,5,1,0,General,Bottoms,Shorts,"['really', 'typical', 'wheelhouse', 'took', 'chance', 'based', 'reviews', 'shorts', 'long', 'roomy', 'enough', 'love', 'somehow', 'feel', 'less', 'exposed', 'thought', 'would', 'agree', 'comment', 'material', 'feels', 'pretty', 'flimsy', 'price', 'point', 'bummer']",Quality,Good
3918,460,29,,"One of my first rompers, it's super cute. i need to get used to the puffy sleeves but my husband also really likes it and he's definitely got an opinion about these things.",4,1,0,General,Bottoms,Shorts,"['one', 'first', 'rompers', 'super', 'cute', 'need', 'get', 'used', 'puffy', 'sleeves', 'husband', 'also', 'really', 'likes', 'definitely', 'got', 'opinion', 'things']",Other,Good
3919,460,38,Gto for a summer night out,"This romper is my new go to outfit for a summer night out. the material is light weight, not flimsy. you could dress up or down. the bottoms are the perfect length. i'm a bit short-waisted, 5'7"",125lbs and the small fit.",5,1,0,General,Bottoms,Shorts,"['romper', 'new', 'go', 'outfit', 'summer', 'night', 'material', 'light', 'weight', 'flimsy', 'could', 'dress', 'bottoms', 'perfect', 'length', 'bit', 'small', 'fit']",Quality,Good
3920,460,46,Adorable!,Very trendy and very cute. i love how it fits perfectly without being too tiny on the backside. the material is a bit flimsy for the price.,4,1,1,General,Bottoms,Shorts,"['trendy', 'cute', 'love', 'fits', 'perfectly', 'without', 'tiny', 'backside', 'material', 'bit', 'flimsy', 'price']",Quality,Good
3921,1081,55,Cute dress,"I just recently received this dress in the mail. i went up a size to a 10, i am usually a 6 or 8. it fit perfectly. the top is very fitted and the bottom flows nicely. i really like this dress and am looking forward to wearing it to work or out.",5,1,0,General Petite,Dresses,Dresses,"['recently', 'received', 'dress', 'mail', 'went', 'size', 'usually', 'fit', 'perfectly', 'top', 'fitted', 'bottom', 'flows', 'nicely', 'really', 'like', 'dress', 'looking', 'forward', 'wearing', 'work']",Both,Good
3922,1033,53,Nice but no...,"I should have looked more carefully at the description of these before i made the purchase. these jeans, unfortunately are very stretchy which i don't like at all. i was looking for 100% cotton with no lycra-love rigid denim so these are not for me. they have a very nice design and fit tts. they are very long so expect hemming if you are not 5'10 at least! the 29 was perfectly sized and will be flattering on a curvy figure, i would imagine. rear pockets are placed very low on the bottom giving t",3,1,2,General Petite,Bottoms,Jeans,"['looked', 'carefully', 'description', 'made', 'purchase', 'jeans', 'unfortunately', 'stretchy', 'like', 'looking', 'cotton', 'rigid', 'denim', 'nice', 'design', 'fit', 'tts', 'long', 'expect', 'hemming', 'least', 'perfectly', 'sized', 'flattering', 'curvy', 'figure', 'would', 'imagine', 'rear', 'pockets', 'placed', 'low', 'bottom', 'giving']",Quality,Good
3923,1081,26,Warning for busty ladies - othewise perfect!,"Found this lovely dress in store and wanted to try it on. fits true to size everywhere except the bust. i am a size 2-4 with a 34dd bust. i can normally fit most retailer dresses no problem though. this one was very very very tight just in the bust and squished my chest to be a very unflattering shape.

i am 5'4 and the length was perfect just above the knee, for a youthful but work appropriate length.
i am a relatively fit but hourglass curvy lady, but certainly not a 'perfect' beach body and",4,1,5,General Petite,Dresses,Dresses,"['found', 'lovely', 'dress', 'store', 'wanted', 'try', 'fits', 'true', 'size', 'everywhere', 'except', 'bust', 'size', 'bust', 'normally', 'fit', 'retailer', 'dresses', 'problem', 'though', 'one', 'tight', 'bust', 'squished', 'chest', 'unflattering', 'shape', 'length', 'perfect', 'knee', 'youthful', 'work', 'appropriate', 'length', 'relatively', 'fit', 'hourglass', 'curvy', 'lady', 'certainly', 'beach', 'body']",Quality,Good
3924,460,37,Perfect - at first :(,"I loved this romper so much! the material is thin, but perfect for summer. the style is just what i was looking for. it's so so cute and fit perfectly...at first. i wore it one time and then washed it exactly as described on the tag and it shrunk beyond recognition. it went from loose and flowy, like on the model, to little booty shorts and a body suit...not the look i was going for. i am so disappointed.",2,0,2,General,Bottoms,Shorts,"['loved', 'romper', 'much', 'material', 'thin', 'perfect', 'summer', 'style', 'looking', 'cute', 'fit', 'perfectly', 'first', 'wore', 'one', 'time', 'washed', 'exactly', 'described', 'tag', 'shrunk', 'beyond', 'recognition', 'went', 'loose', 'flowy', 'like', 'model', 'little', 'booty', 'shorts', 'body', 'suit', 'look', 'going', 'disappointed']",Both,Good
3925,1081,40,Charming dress,"I bought this dress when i saw it go on sale, and i am glad i did! love how it fits the length everything about it. it is true to size and it looks very flattering, i will be wearing it for my anniversary date with my husband. highly recommend! i am 130 lbs, 34d, and the size 6 fit perfectly!",5,1,0,General Petite,Dresses,Dresses,"['bought', 'dress', 'saw', 'go', 'sale', 'glad', 'love', 'fits', 'length', 'everything', 'true', 'size', 'looks', 'flattering', 'wearing', 'anniversary', 'date', 'husband', 'highly', 'recommend', 'lbs', 'size', 'fit', 'perfectly']",Quality,Good
3926,1081,43,Polka dot perfection,"This dress is super sweet, but also unique with the reversed fabric on the skirt. it is true to size, unlike a lot of retailer clothes that seem to be boxy/run big. the fabric bunches a little bit at the waist though -- that's my only complaint.",4,1,0,General Petite,Dresses,Dresses,"['dress', 'super', 'sweet', 'also', 'unique', 'reversed', 'fabric', 'skirt', 'true', 'size', 'unlike', 'lot', 'retailer', 'clothes', 'seem', 'big', 'fabric', 'bunches', 'little', 'bit', 'waist', 'though', 'complaint']",Quality,Good
3927,831,64,Beautiful but strange back design,"This top is very pretty and looks expensive and as pictured
nice pattern and could be dressed up or down
the gathered neck is beautiful and has a bit if a stretch 
however, the back of the top has strange bat wing-like design element that seem unnecessary and distract from the elegance of the rest if the top
sadly, i think i may send it back.",4,1,5,General,Tops,Blouses,"['top', 'pretty', 'looks', 'expensive', 'pictured', 'nice', 'pattern', 'could', 'dressed', 'gathered', 'neck', 'beautiful', 'bit', 'stretch', 'however', 'back', 'top', 'strange', 'bat', 'design', 'element', 'seem', 'unnecessary', 'distract', 'elegance', 'rest', 'top', 'sadly', 'think', 'may', 'send', 'back']",Other,Good
3928,819,53,Too boxy for petite frame,"This was a bit of a disappointment. the colors are beautiful, but the shape was not flattering on my petite frame. it is somewhat wide and boxy in the shoulders and body. the fabric is stiffer that i expected, and therefore it doesn't drape nicely on the shoulders and through the torso. if you look closely at the model, you can see what i am talking about at the shoulder. the shoulders stick out a tad, and the gathering at the neck contributes to the larger, boxy look. this might look nice on th",4,0,18,General,Tops,Blouses,"['bit', 'disappointment', 'colors', 'beautiful', 'shape', 'flattering', 'petite', 'frame', 'somewhat', 'wide', 'boxy', 'shoulders', 'body', 'fabric', 'stiffer', 'expected', 'therefore', 'drape', 'nicely', 'shoulders', 'torso', 'look', 'closely', 'model', 'see', 'talking', 'shoulder', 'shoulders', 'stick', 'tad', 'gathering', 'neck', 'contributes', 'larger', 'boxy', 'look', 'might', 'look', 'nice', 'th']",Quality,Good
3929,1081,35,This dress hit the spot...,This dress was just perfect. the fit was just right and it is made well. love the ruffles... could definitely be dressed up or wore casual. great dress all around ... a keeper!!!,5,1,0,General Petite,Dresses,Dresses,"['dress', 'perfect', 'fit', 'right', 'made', 'well', 'love', 'ruffles', 'could', 'definitely', 'dressed', 'wore', 'casual', 'great', 'dress', 'around', 'keeper']",Quality,Good
3930,1081,35,,"Sized up due to my 36ddd breastfeeding bust and the 14 for perfectly.  i am 5'6 and 165lbs, just fyi.  dress is super flattering on my post 4-baby body.  it's very slimming.  looking forward to wearing to a casual wedding,",4,1,6,General Petite,Dresses,Dresses,"['sized', 'due', 'breastfeeding', 'bust', 'perfectly', 'fyi', 'dress', 'super', 'flattering', 'post', 'body', 'slimming', 'looking', 'forward', 'wearing', 'casual', 'wedding']",Other,Good
3931,819,62,Will be wearing this shirt all summer!,"After reading the other reviews, i took a chance and ordered the peach one and the blue (red?) one in large. i am usually at the top end of xl's, but i've noticed that holding horses items tend to run a bit bigger. i hit the jackpot with this one. yes, it's a little ""boxy"". all the better to hide what i want to hide. the length is perfect for me and the gathers at the shoulders give enough room across the chest so that it doesn't pull at the buttons. the peach one came today, and i was a bit sur",5,1,0,General,Tops,Blouses,"['reading', 'reviews', 'took', 'chance', 'ordered', 'peach', 'one', 'blue', 'red', 'one', 'large', 'usually', 'top', 'end', 'xl', 'noticed', 'holding', 'horses', 'items', 'tend', 'run', 'bit', 'bigger', 'hit', 'jackpot', 'one', 'yes', 'little', 'boxy', 'better', 'hide', 'want', 'hide', 'length', 'perfect', 'gathers', 'shoulders', 'give', 'enough', 'room', 'across', 'chest', 'pull', 'buttons', 'peach', 'one', 'came', 'today', 'bit', 'sur']",Quality,Good
3932,1081,45,Adorable dress,"Love this piece! i hope to see more cute, fun dresses like this from retailer. the greatest feature is it is super comfortable! it could be worn to a great number of events, dressed up or down for any occasion.",5,1,0,General Petite,Dresses,Dresses,"['love', 'piece', 'hope', 'see', 'cute', 'fun', 'dresses', 'like', 'retailer', 'greatest', 'feature', 'super', 'comfortable', 'could', 'worn', 'great', 'number', 'events', 'dressed', 'occasion']",Other,Good
3933,819,50,Blousy back,"Beautiful crepey fabric, lovely color. i was surprised to see gold threading in the peach option; i'm not a big gold thread fan, but it's do-able. the ruching across the back makes the fit very loose and blousy. this is not a figure-defining piece. but it's comfortable (will probably be more so after a wash to get that stiffy factory fabric finish feeling out), and versatile.",4,1,0,General,Tops,Blouses,"['beautiful', 'crepey', 'fabric', 'lovely', 'color', 'surprised', 'see', 'gold', 'threading', 'peach', 'option', 'big', 'gold', 'thread', 'fan', 'ruching', 'across', 'back', 'makes', 'fit', 'loose', 'blousy', 'piece', 'comfortable', 'probably', 'wash', 'get', 'stiffy', 'factory', 'fabric', 'finish', 'feeling', 'versatile']",Quality,Good
3934,1081,45,Just perfect!,"Love, love this dress! the fit is perfect, the cut is feminine and flirty but not too showy and bare. there is the perfect amount of swing and it's a great length, i can't say enough about it. i think it's worth the price, which i have to admit, i was hesitant about. so comfortable and versatile! i see it being worn quite often!
keep dresses like this coming!
btw, the neck line is flattering on every body type!
for reference, i'm 5'3"" and weigh 110 lbs and i purchased a size 2, but i think a",5,1,2,General Petite,Dresses,Dresses,"['love', 'love', 'dress', 'fit', 'perfect', 'cut', 'feminine', 'flirty', 'showy', 'bare', 'perfect', 'amount', 'swing', 'great', 'length', 'ca', 'say', 'enough', 'think', 'worth', 'price', 'admit', 'hesitant', 'comfortable', 'versatile', 'see', 'worn', 'quite', 'often', 'keep', 'dresses', 'like', 'coming', 'btw', 'neck', 'line', 'flattering', 'every', 'body', 'type', 'reference', 'weigh', 'lbs', 'purchased', 'size', 'think']",Quality,Good
3935,1081,55,Lovely just lovely,Someone recommended to size up if u have large breast and i am glad i did! it fits like a dream! this is the cutest dot dress i have ever tried.,5,1,0,General Petite,Dresses,Dresses,"['someone', 'recommended', 'size', 'u', 'large', 'breast', 'glad', 'fits', 'like', 'dream', 'cutest', 'dot', 'dress', 'ever', 'tried']",Quality,Good
3936,1081,35,Great bra-less option,"I literally bought this dress 2 days ago and now it is listed as ""no longer available"" on the retailer site. i am a size 12 with about a 36b-c bust. the thing i love about this dress is that it looks really nice without a bra. i was really surprised at how well constructed it was.",5,1,3,General Petite,Dresses,Dresses,"['literally', 'bought', 'dress', 'days', 'ago', 'listed', 'longer', 'available', 'retailer', 'site', 'size', 'bust', 'thing', 'love', 'dress', 'looks', 'really', 'nice', 'without', 'bra', 'really', 'surprised', 'well', 'constructed']",Quality,Good
3937,898,47,Midnight dream,"Perfect for dressing up or dressing down with a pair of jeans. this pullover can be worn during all four seasons of michigans weather, which is a bonus for me. it can also be paired with heels, booties or flats making it extremely versatile.",5,1,1,General Petite,Tops,Fine gauge,"['perfect', 'dressing', 'dressing', 'pair', 'jeans', 'pullover', 'worn', 'four', 'seasons', 'michigans', 'weather', 'bonus', 'also', 'paired', 'heels', 'booties', 'flats', 'making', 'extremely', 'versatile']",Other,Good
3938,1081,57,Runs short,"I just received this in the mail today! fabric and construction are beautiful and high quality. my only concern was that it ran short on me all around. i am 5'2, 100lbs, 32b, 24 waist, 33 hips. the dress was an appropriate length all around but ran very short in the arm holes, the back cut-out, and the waist. i felt like i was trying to wear a little-girl's dress (and i tend to be short waisted and long-legged as is). i may exchange it for a regular size because it is such a beautiful dress!",4,1,4,General Petite,Dresses,Dresses,"['received', 'mail', 'today', 'fabric', 'construction', 'beautiful', 'high', 'quality', 'concern', 'ran', 'short', 'around', 'waist', 'hips', 'dress', 'appropriate', 'length', 'around', 'ran', 'short', 'arm', 'holes', 'back', 'waist', 'felt', 'like', 'trying', 'wear', 'dress', 'tend', 'short', 'waisted', 'may', 'exchange', 'regular', 'size', 'beautiful', 'dress']",Both,Good
